date,time,session,block,weather,kma_temp_cur_c,kma_GHI_proxy_Wm2,load_level,load_w,pv_v,pv_i,pv_w,batt_v,batt_i,batt_w,soc_pct,bus_v
2025-09-23,12:43:00,12h,BAT,Clear/Cloudy,25.6,0.0,Med,1.44,0.0,0.0,0.0,11.747,0.123,1.44,43.99,12.034
2025-09-23,12:44:00,12h,BAT,Clear/Cloudy,26.0,0.0,Med,1.44,0.0,0.0,0.0,11.722,0.123,1.44,42.17,11.989
2025-09-23,12:45:00,12h,BAT,Clear/Cloudy,26.7,0.0,Med,1.44,0.0,0.0,0.0,11.708,0.123,1.44,40.29,11.927
2025-09-23,12:46:00,12h,BAT,Clear/Cloudy,25.7,0.0,Med,1.44,0.0,0.0,0.0,11.726,0.123,1.44,38.49,12.101
2025-09-23,12:47:00,12h,BAT,Clear/Cloudy,26.4,0.0,Med,1.44,0.0,0.0,0.0,11.711,0.123,1.44,36.61,12.089
2025-09-23,12:48:00,12h,BAT,Clear/Cloudy,26.1,0.0,Med,1.44,0.0,0.0,0.0,11.687,0.123,1.44,34.81,11.86
2025-09-23,12:49:00,12h,BAT,Clear/Cloudy,26.7,0.0,Med,1.44,0.0,0.0,0.0,11.694,0.123,1.44,33.04,11.95
2025-09-23,12:50:00,12h,BAT,Clear/Cloudy,26.0,0.0,Med,1.44,0.0,0.0,0.0,11.677,0.123,1.44,31.27,12.125
2025-09-23,12:51:00,12h,BAT,Clear/Cloudy,26.3,0.0,Med,1.44,0.0,0.0,0.0,11.663,0.123,1.44,29.5,12.04
2025-09-23,12:52:00,12h,BAT,Clear/Cloudy,26.3,0.0,Med,1.44,0.0,0.0,0.0,11.648,0.124,1.44,27.62,12.09
2025-09-23,12:53:00,12h,BAT,Clear/Cloudy,26.2,0.0,Med,1.44,0.0,0.0,0.0,11.646,0.124,1.44,25.89,12.051
2025-09-23,12:54:00,12h,BAT,Clear/Cloudy,25.8,0.0,Med,1.44,0.0,0.0,0.0,11.607,0.124,1.44,24.14,11.995
2025-09-23,12:55:00,12h,BAT,Clear/Cloudy,26.1,0.0,Med,1.44,0.0,0.0,0.0,11.615,0.124,1.44,22.31,11.924
2025-09-23,12:56:00,12h,BAT,Clear/Cloudy,26.4,0.0,Med,1.44,0.0,0.0,0.0,11.6,0.124,1.44,20.43,12.081
2025-09-23,12:57:00,12h,BAT,Clear/Cloudy,25.8,0.0,Med,1.44,0.0,0.0,0.0,11.627,0.124,1.44,18.65,12.047
2025-09-23,12:58:00,12h,BAT,Clear/Cloudy,26.5,0.0,Med,1.44,0.0,0.0,0.0,11.556,0.125,1.44,16.74,12.108
2025-09-23,12:59:00,12h,BAT,Clear/Cloudy,25.9,0.0,Med,1.44,0.0,0.0,0.0,11.595,0.124,1.44,15.0,12.1
2025-09-23,17:00:00,17h,PV,Clear/Cloudy,25.6,327.7,Med,1.44,17.953,0.08,1.44,11.703,0.0,0.0,34.29,12.071
2025-09-23,17:01:00,17h,PV,Clear/Cloudy,25.4,352.5,Med,1.44,18.133,0.079,1.44,11.668,0.0,0.0,33.95,11.935
2025-09-23,17:02:00,17h,PV,Clear/Cloudy,25.0,335.2,Med,1.44,18.138,0.079,1.44,11.701,0.0,0.0,33.4,11.969
2025-09-23,17:03:00,17h,PV,Clear/Cloudy,24.5,363.6,Med,1.44,18.141,0.079,1.44,11.672,0.0,0.0,33.02,11.883
2025-09-23,17:04:00,17h,PV,Clear/Cloudy,25.4,354.7,Med,1.44,18.19,0.079,1.44,11.701,0.0,0.0,32.38,12.038
2025-09-23,17:05:00,17h,PV,Clear/Cloudy,26.0,342.3,Med,1.44,18.125,0.079,1.44,11.653,0.0,0.0,31.59,12.051
2025-09-23,17:06:00,17h,PV,Clear/Cloudy,25.6,322.0,Med,1.44,18.065,0.08,1.44,11.643,0.0,0.0,30.92,11.959
2025-09-23,17:07:00,17h,PV,Clear/Cloudy,25.0,336.0,Med,1.44,17.901,0.08,1.44,11.67,0.0,0.0,30.18,11.934
2025-09-23,17:08:00,17h,PV,Clear/Cloudy,24.9,352.8,Med,1.44,18.025,0.08,1.44,11.642,0.0,0.0,29.78,12.003
2025-09-23,17:09:00,17h,PV,Clear/Cloudy,25.2,332.7,Med,1.44,18.018,0.08,1.44,11.663,0.0,0.0,29.17,11.912
2025-09-23,17:10:00,17h,PV,Clear/Cloudy,25.8,288.8,Med,1.44,17.98,0.08,1.44,11.639,0.0,0.0,28.58,12.122
2025-09-23,17:11:00,17h,PV,Clear/Cloudy,25.3,360.8,Med,1.44,17.896,0.08,1.44,11.634,0.0,0.0,28.15,12.055
2025-09-23,17:12:00,17h,PV,Clear/Cloudy,24.9,300.8,Med,1.44,18.034,0.08,1.44,11.639,0.0,0.0,27.28,11.951
2025-09-23,17:13:00,17h,PV,Clear/Cloudy,24.7,333.9,Med,1.44,18.141,0.079,1.44,11.654,0.0,0.0,26.72,12.011
2025-09-23,17:14:00,17h,PV,Clear/Cloudy,25.9,371.4,Med,1.44,18.284,0.079,1.44,11.66,0.0,0.0,26.16,12.118
2025-09-23,17:15:00,17h,PV,Clear/Cloudy,24.4,333.1,Med,1.44,18.073,0.08,1.44,11.628,0.0,0.0,25.01,12.004
2025-09-23,17:16:00,17h,PV,Clear/Cloudy,25.8,331.6,Med,1.44,18.121,0.079,1.44,11.628,0.0,0.0,24.47,12.029
2025-09-23,17:17:00,17h,PV,Clear/Cloudy,24.9,351.8,Med,1.44,18.189,0.079,1.44,11.605,0.0,0.0,23.99,12.058
2025-09-23,17:18:00,17h,PV,Clear/Cloudy,25.3,328.6,Med,1.44,18.011,0.08,1.44,11.623,0.0,0.0,23.18,11.933
2025-09-23,17:19:00,17h,PV,Clear/Cloudy,25.5,343.9,Med,1.44,17.93,0.08,1.44,11.625,0.0,0.0,22.9,12.02
2025-09-23,17:20:00,17h,PV,Clear/Cloudy,25.8,361.8,Med,1.44,18.078,0.08,1.44,11.628,0.0,0.0,22.27,12.101
2025-09-23,17:21:00,17h,PV,Clear/Cloudy,24.9,365.2,Med,1.44,18.073,0.08,1.44,11.613,0.0,0.0,21.84,11.936
2025-09-23,17:22:00,17h,PV,Clear/Cloudy,25.4,335.4,Med,1.44,17.827,0.081,1.44,11.586,0.0,0.0,21.15,12.112
2025-09-23,17:23:00,17h,PV,Clear/Cloudy,24.7,323.8,Med,1.44,18.029,0.08,1.44,11.591,0.0,0.0,20.2,12.008
2025-09-23,17:24:00,17h,PV,Clear/Cloudy,25.4,341.1,Med,1.44,17.897,0.08,1.44,11.617,0.0,0.0,19.67,12.052
2025-09-23,17:25:00,17h,PV,Clear/Cloudy,24.1,325.6,Med,1.44,18.279,0.079,1.44,11.57,0.0,0.0,18.78,11.881
2025-09-23,17:26:00,17h,PV,Clear/Cloudy,26.1,346.5,Med,1.44,18.184,0.079,1.44,11.555,0.0,0.0,18.16,12.175
2025-09-23,17:27:00,17h,PV,Clear/Cloudy,25.8,342.1,Med,1.44,18.095,0.08,1.44,11.587,0.0,0.0,17.27,11.903
2025-09-23,17:28:00,17h,PV,Clear/Cloudy,25.1,350.5,Med,1.44,18.058,0.08,1.44,11.608,0.0,0.0,16.52,11.956
2025-09-23,17:29:00,17h,PV,Clear/Cloudy,25.4,315.8,Med,1.44,18.072,0.08,1.44,11.576,0.0,0.0,15.84,12.002
2025-09-23,17:30:00,17h,BAT,Clear/Cloudy,25.4,0.0,Med,1.44,0.0,0.0,0.0,11.586,0.124,1.44,15.0,12.036
2025-09-23,17:31:00,17h,BAT,Clear/Cloudy,25.1,0.0,Med,1.44,0.0,0.0,0.0,11.589,0.124,1.44,15.0,12.005
2025-09-23,17:32:00,17h,BAT,Clear/Cloudy,25.8,0.0,Med,1.44,0.0,0.0,0.0,11.548,0.125,1.44,15.0,12.006
2025-09-23,17:33:00,17h,BAT,Clear/Cloudy,24.9,0.0,Med,1.44,0.0,0.0,0.0,11.584,0.124,1.44,15.0,12.05
2025-09-23,17:34:00,17h,BAT,Clear/Cloudy,25.2,0.0,Med,1.44,0.0,0.0,0.0,11.567,0.124,1.44,15.0,12.032
2025-09-23,17:35:00,17h,BAT,Clear/Cloudy,25.5,0.0,Med,1.44,0.0,0.0,0.0,11.58,0.124,1.44,15.0,12.057
2025-09-23,17:36:00,17h,BAT,Clear/Cloudy,25.7,0.0,Med,1.44,0.0,0.0,0.0,11.562,0.125,1.44,15.0,12.08
2025-09-23,17:37:00,17h,BAT,Clear/Cloudy,25.4,0.0,Med,1.44,0.0,0.0,0.0,11.553,0.125,1.44,15.0,12.029
2025-09-23,17:38:00,17h,BAT,Clear/Cloudy,25.9,0.0,Med,1.44,0.0,0.0,0.0,11.573,0.124,1.44,15.0,12.091
2025-09-23,17:39:00,17h,BAT,Clear/Cloudy,25.5,0.0,Med,1.44,0.0,0.0,0.0,11.593,0.124,1.44,15.0,11.944
2025-09-23,17:40:00,17h,BAT,Clear/Cloudy,25.2,0.0,Med,1.44,0.0,0.0,0.0,11.598,0.124,1.44,15.0,11.965
2025-09-23,17:41:00,17h,BAT,Clear/Cloudy,25.7,0.0,Med,1.44,0.0,0.0,0.0,11.578,0.124,1.44,15.0,11.996
2025-09-23,17:42:00,17h,BAT,Clear/Cloudy,25.7,0.0,Med,1.44,0.0,0.0,0.0,11.567,0.124,1.44,15.0,12.072
2025-09-23,17:43:00,17h,BAT,Clear/Cloudy,25.1,0.0,Med,1.44,0.0,0.0,0.0,11.596,0.124,1.44,15.0,12.063
2025-09-23,17:44:00,17h,BAT,Clear/Cloudy,25.4,0.0,Med,1.44,0.0,0.0,0.0,11.577,0.124,1.44,15.0,11.935
2025-09-23,17:45:00,17h,BAT,Clear/Cloudy,25.7,0.0,Med,1.44,0.0,0.0,0.0,11.582,0.124,1.44,15.0,11.959
2025-09-23,17:46:00,17h,BAT,Clear/Cloudy,24.6,0.0,Med,1.44,0.0,0.0,0.0,11.545,0.125,1.44,15.0,12.048
2025-09-23,17:47:00,17h,BAT,Clear/Cloudy,25.2,0.0,Med,1.44,0.0,0.0,0.0,11.551,0.125,1.44,15.0,12.071
2025-09-23,17:48:00,17h,BAT,Clear/Cloudy,25.8,0.0,Med,1.44,0.0,0.0,0.0,11.587,0.124,1.44,15.0,12.096
2025-09-23,17:49:00,17h,BAT,Clear/Cloudy,25.5,0.0,Med,1.44,0.0,0.0,0.0,11.55,0.125,1.44,15.0,11.861
2025-09-23,17:50:00,17h,BAT,Clear/Cloudy,24.9,0.0,Med,1.44,0.0,0.0,0.0,11.543,0.125,1.44,15.0,12.075
2025-09-23,17:51:00,17h,BAT,Clear/Cloudy,25.2,0.0,Med,1.44,0.0,0.0,0.0,11.592,0.124,1.44,15.0,11.875
2025-09-23,17:52:00,17h,BAT,Clear/Cloudy,25.4,0.0,Med,1.44,0.0,0.0,0.0,11.556,0.125,1.44,15.0,12.095
2025-09-23,17:53:00,17h,BAT,Clear/Cloudy,24.6,0.0,Med,1.44,0.0,0.0,0.0,11.553,0.125,1.44,15.0,11.968
2025-09-23,17:54:00,17h,BAT,Clear/Cloudy,25.6,0.0,Med,1.44,0.0,0.0,0.0,11.565,0.125,1.44,15.0,11.946
2025-09-23,17:55:00,17h,BAT,Clear/Cloudy,25.4,0.0,Med,1.44,0.0,0.0,0.0,11.565,0.125,1.44,15.0,12.06
2025-09-23,17:56:00,17h,BAT,Clear/Cloudy,25.2,0.0,Med,1.44,0.0,0.0,0.0,11.586,0.124,1.44,15.0,12.025
2025-09-23,17:57:00,17h,BAT,Clear/Cloudy,25.2,0.0,Med,1.44,0.0,0.0,0.0,11.592,0.124,1.44,15.0,11.908
2025-09-23,17:58:00,17h,BAT,Clear/Cloudy,24.8,0.0,Med,1.44,0.0,0.0,0.0,11.575,0.124,1.44,15.0,11.929
2025-09-23,17:59:00,17h,BAT,Clear/Cloudy,25.6,0.0,Med,1.44,0.0,0.0,0.0,11.544,0.125,1.44,15.0,11.983
2025-09-24,12:00:00,12h,PV,Rain,23.0,121.0,Med,1.44,17.995,0.08,1.44,12.133,0.0,0.0,68.8,12.068
2025-09-24,12:01:00,12h,PV,Rain,23.6,157.1,Med,1.44,18.048,0.08,1.44,12.166,0.0,0.0,67.4,12.046
2025-09-24,12:02:00,12h,PV,Rain,23.7,128.2,Med,1.44,17.629,0.082,1.44,12.108,0.0,0.0,65.92,12.093
2025-09-24,12:03:00,12h,PV,Rain,24.0,121.0,Med,1.44,17.902,0.08,1.44,12.08,0.0,0.0,64.56,12.037
2025-09-24,12:04:00,12h,PV,Rain,23.2,160.7,Med,1.44,18.039,0.08,1.44,12.082,0.0,0.0,63.2,12.015
2025-09-24,12:05:00,12h,PV,Rain,23.3,115.7,Med,1.44,17.816,0.081,1.44,12.04,0.0,0.0,61.98,11.985
2025-09-24,12:06:00,12h,PV,Rain,23.5,129.3,Med,1.44,18.023,0.08,1.44,12.052,0.0,0.0,60.74,12.054
2025-09-24,12:07:00,12h,PV,Rain,24.1,142.5,Med,1.44,17.728,0.081,1.44,12.014,0.0,0.0,59.38,12.053
2025-09-24,12:08:00,12h,PV,Rain,23.5,149.1,Med,1.44,17.794,0.081,1.44,12.035,0.0,0.0,58.23,12.116
2025-09-24,12:09:00,12h,PV,Rain,22.9,109.7,Med,1.44,18.008,0.08,1.44,11.984,0.0,0.0,56.89,12.017
2025-09-24,12:10:00,12h,PV,Rain,23.6,111.3,Med,1.44,17.901,0.08,1.44,11.984,0.0,0.0,55.53,11.936
2025-09-24,12:11:00,12h,PV,Rain,24.0,140.1,Med,1.44,17.677,0.081,1.44,11.948,0.0,0.0,54.4,12.095
2025-09-24,12:12:00,12h,PV,Rain,23.8,131.8,Med,1.44,17.819,0.081,1.44,11.985,0.0,0.0,53.41,11.91
2025-09-24,12:13:00,12h,PV,Rain,23.5,126.9,Med,1.44,17.953,0.08,1.44,11.946,0.0,0.0,52.43,11.877
2025-09-24,12:14:00,12h,PV,Rain,23.1,137.2,Med,1.44,17.7,0.081,1.44,11.947,0.0,0.0,51.4,12.053
2025-09-24,12:15:00,12h,PV,Rain,24.1,150.9,Med,1.44,17.966,0.08,1.44,11.902,0.0,0.0,50.31,12.114
2025-09-24,12:16:00,12h,PV,Rain,24.6,121.6,Med,1.44,17.945,0.08,1.44,11.772,0.0,0.0,48.98,11.946
2025-09-24,12:17:00,12h,PV,Rain,24.0,135.9,Med,1.44,17.893,0.08,1.44,11.775,0.0,0.0,47.75,12.003
2025-09-24,12:18:00,12h,PV,Rain,24.2,133.8,Med,1.44,17.892,0.08,1.44,11.769,0.0,0.0,46.32,11.872
2025-09-24,12:19:00,12h,PV,Rain,24.1,136.2,Med,1.44,17.944,0.08,1.44,11.763,0.0,0.0,45.12,11.946
2025-09-24,12:20:00,12h,PV,Rain,23.7,115.4,Med,1.44,17.998,0.08,1.44,11.735,0.0,0.0,43.87,11.997
2025-09-24,12:21:00,12h,PV,Rain,23.8,138.8,Med,1.44,17.83,0.081,1.44,11.72,0.0,0.0,42.87,11.919
2025-09-24,12:22:00,12h,PV,Rain,24.2,122.3,Med,1.44,17.907,0.08,1.44,11.737,0.0,0.0,41.46,11.812
2025-09-24,12:23:00,12h,PV,Rain,22.8,131.5,Med,1.44,17.855,0.081,1.44,11.718,0.0,0.0,40.13,11.908
2025-09-24,12:24:00,12h,PV,Rain,23.5,118.8,Med,1.44,17.833,0.081,1.44,11.7,0.0,0.0,38.95,12.01
2025-09-24,12:25:00,12h,PV,Rain,23.7,132.3,Med,1.44,17.796,0.081,1.44,11.695,0.0,0.0,37.84,11.9
2025-09-24,12:26:00,12h,PV,Rain,23.2,125.1,Med,1.44,17.978,0.08,1.44,11.715,0.0,0.0,36.45,11.97
2025-09-24,12:27:00,12h,PV,Rain,23.7,124.2,Med,1.44,17.875,0.081,1.44,11.688,0.0,0.0,35.1,12.003
2025-09-24,12:28:00,12h,PV,Rain,23.6,127.1,Med,1.44,17.905,0.08,1.44,11.687,0.0,0.0,33.64,11.931
2025-09-24,12:29:00,12h,PV,Rain,22.7,138.6,Med,1.44,17.747,0.081,1.44,11.706,0.0,0.0,32.39,12.03
2025-09-24,12:30:00,12h,BAT,Rain,23.7,0.0,Med,1.44,0.0,0.0,0.0,11.673,0.123,1.44,30.61,12.122
2025-09-24,12:31:00,12h,BAT,Rain,24.0,0.0,Med,1.44,0.0,0.0,0.0,11.677,0.123,1.44,28.72,11.834
2025-09-24,12:32:00,12h,BAT,Rain,23.5,0.0,Med,1.44,0.0,0.0,0.0,11.631,0.124,1.44,26.9,12.074
2025-09-24,12:33:00,12h,BAT,Rain,23.8,0.0,Med,1.44,0.0,0.0,0.0,11.638,0.124,1.44,25.04,11.997
2025-09-24,12:34:00,12h,BAT,Rain,23.0,0.0,Med,1.44,0.0,0.0,0.0,11.625,0.124,1.44,23.32,11.908
2025-09-24,12:35:00,12h,BAT,Rain,25.2,0.0,Med,1.44,0.0,0.0,0.0,11.608,0.124,1.44,21.49,11.988
2025-09-24,12:36:00,12h,BAT,Rain,24.1,0.0,Med,1.44,0.0,0.0,0.0,11.613,0.124,1.44,19.64,11.908
2025-09-24,12:37:00,12h,BAT,Rain,23.7,0.0,Med,1.44,0.0,0.0,0.0,11.563,0.125,1.44,17.78,11.84
2025-09-24,12:38:00,12h,BAT,Rain,23.9,0.0,Med,1.44,0.0,0.0,0.0,11.582,0.124,1.44,16.1,12.031
2025-09-24,12:39:00,12h,BAT,Rain,23.7,0.0,Med,1.44,0.0,0.0,0.0,11.577,0.124,1.44,15.0,12.021
2025-09-24,12:40:00,12h,BAT,Rain,23.5,0.0,Med,1.44,0.0,0.0,0.0,11.587,0.124,1.44,15.0,12.234
2025-09-24,12:41:00,12h,BAT,Rain,23.9,0.0,Med,1.44,0.0,0.0,0.0,11.573,0.124,1.44,15.0,11.942
2025-09-24,12:42:00,12h,BAT,Rain,23.6,0.0,Med,1.44,0.0,0.0,0.0,11.535,0.125,1.44,15.0,11.927
2025-09-24,12:43:00,12h,BAT,Rain,23.4,0.0,Med,1.44,0.0,0.0,0.0,11.585,0.124,1.44,15.0,12.197
2025-09-24,12:44:00,12h,BAT,Rain,23.3,0.0,Med,1.44,0.0,0.0,0.0,11.567,0.124,1.44,15.0,11.924
2025-09-24,12:45:00,12h,BAT,Rain,23.3,0.0,Med,1.44,0.0,0.0,0.0,11.573,0.124,1.44,15.0,12.036
2025-09-24,12:46:00,12h,BAT,Rain,23.6,0.0,Med,1.44,0.0,0.0,0.0,11.572,0.124,1.44,15.0,12.163
2025-09-24,12:47:00,12h,BAT,Rain,23.5,0.0,Med,1.44,0.0,0.0,0.0,11.581,0.124,1.44,15.0,11.869
2025-09-24,12:48:00,12h,BAT,Rain,23.4,0.0,Med,1.44,0.0,0.0,0.0,11.595,0.124,1.44,15.0,12.009
2025-09-24,12:49:00,12h,BAT,Rain,23.4,0.0,Med,1.44,0.0,0.0,0.0,11.549,0.125,1.44,15.0,12.03
2025-09-24,12:50:00,12h,BAT,Rain,24.0,0.0,Med,1.44,0.0,0.0,0.0,11.558,0.125,1.44,15.0,11.882
2025-09-24,12:51:00,12h,BAT,Rain,23.4,0.0,Med,1.44,0.0,0.0,0.0,11.592,0.124,1.44,15.0,11.941
2025-09-24,12:52:00,12h,BAT,Rain,23.8,0.0,Med,1.44,0.0,0.0,0.0,11.573,0.124,1.44,15.0,11.933
2025-09-24,12:53:00,12h,BAT,Rain,22.9,0.0,Med,1.44,0.0,0.0,0.0,11.579,0.124,1.44,15.0,11.929
2025-09-24,12:54:00,12h,BAT,Rain,23.7,0.0,Med,1.44,0.0,0.0,0.0,11.537,0.125,1.44,15.0,11.983
2025-09-24,12:55:00,12h,BAT,Rain,23.5,0.0,Med,1.44,0.0,0.0,0.0,11.57,0.124,1.44,15.0,12.067
2025-09-24,12:56:00,12h,BAT,Rain,23.6,0.0,Med,1.44,0.0,0.0,0.0,11.573,0.124,1.44,15.0,12.026
2025-09-24,12:57:00,12h,BAT,Rain,23.8,0.0,Med,1.44,0.0,0.0,0.0,11.575,0.124,1.44,15.0,11.893
2025-09-24,12:58:00,12h,BAT,Rain,24.2,0.0,Med,1.44,0.0,0.0,0.0,11.579,0.124,1.44,15.0,11.983
2025-09-24,12:59:00,12h,BAT,Rain,23.5,0.0,Med,1.44,0.0,0.0,0.0,11.572,0.124,1.44,15.0,11.951
2025-09-24,17:00:00,17h,PV,Rain,23.9,65.5,Med,1.44,17.827,0.081,1.44,11.785,0.0,0.0,48.37,12.045
2025-09-24,17:01:00,17h,PV,Rain,23.0,108.2,Med,1.44,17.969,0.08,1.44,11.761,0.0,0.0,47.15,11.978
2025-09-24,17:02:00,17h,PV,Rain,23.4,67.9,Med,1.44,17.87,0.081,1.44,11.752,0.0,0.0,45.72,11.85
2025-09-24,17:03:00,17h,PV,Rain,23.7,85.5,Med,1.44,17.91,0.08,1.44,11.723,0.0,0.0,44.11,11.959
2025-09-24,17:04:00,17h,PV,Rain,22.8,36.5,Med,1.44,17.728,0.081,1.44,11.743,0.0,0.0,42.91,11.908
2025-09-24,17:05:00,17h,PV,Rain,22.9,73.3,Med,1.44,17.856,0.081,1.44,11.734,0.0,0.0,41.49,12.097
2025-09-24,17:06:00,17h,PV,Rain,22.5,91.3,Med,1.44,17.819,0.081,1.44,11.723,0.0,0.0,40.07,12.122
2025-09-24,17:07:00,17h,PV,Rain,23.0,81.4,Med,1.44,17.817,0.081,1.44,11.712,0.0,0.0,38.6,11.982
2025-09-24,17:08:00,17h,PV,Rain,23.0,40.8,Med,1.44,17.673,0.081,1.44,11.699,0.0,0.0,37.21,11.989
2025-09-24,17:09:00,17h,PV,Rain,22.9,79.6,Med,1.44,17.88,0.081,1.44,11.682,0.0,0.0,35.64,11.946
2025-09-24,17:10:00,17h,PV,Rain,23.4,105.2,Med,1.44,17.988,0.08,1.44,11.685,0.0,0.0,34.37,11.945
2025-09-24,17:11:00,17h,PV,Rain,23.4,70.3,Med,1.44,17.893,0.08,1.44,11.661,0.0,0.0,32.74,12.028
2025-09-24,17:12:00,17h,PV,Rain,23.0,79.7,Med,1.44,0.0,0.0,0.0,11.651,0.124,1.44,31.02,12.063
2025-09-24,17:13:00,17h,PV,Rain,22.6,76.7,Med,1.44,17.826,0.081,1.44,11.653,0.0,0.0,29.35,11.954
2025-09-24,17:14:00,17h,PV,Rain,23.3,95.2,Med,1.44,18.029,0.08,1.44,11.665,0.0,0.0,27.95,11.891
2025-09-24,17:15:00,17h,PV,Rain,23.3,134.4,Med,1.44,17.871,0.081,1.44,11.635,0.0,0.0,26.69,12.006
2025-09-24,17:16:00,17h,PV,Rain,23.0,87.7,Med,1.44,17.916,0.08,1.44,11.642,0.0,0.0,25.47,12.122
2025-09-24,17:17:00,17h,PV,Rain,23.3,44.7,Med,1.44,18.012,0.08,1.44,11.612,0.0,0.0,23.89,12.011
2025-09-24,17:18:00,17h,PV,Rain,23.4,38.2,Med,1.44,0.0,0.0,0.0,11.62,0.124,1.44,22.21,11.988
2025-09-24,17:19:00,17h,PV,Rain,23.9,97.3,Med,1.44,17.849,0.081,1.44,11.602,0.0,0.0,20.64,12.007
2025-09-24,17:20:00,17h,PV,Rain,23.2,65.9,Med,1.44,17.822,0.081,1.44,11.594,0.0,0.0,19.25,11.991
2025-09-24,17:21:00,17h,PV,Rain,23.1,80.3,Med,1.44,18.005,0.08,1.44,11.576,0.0,0.0,18.1,12.072
2025-09-24,17:22:00,17h,PV,Rain,22.6,51.8,Med,1.44,17.746,0.045,0.8,11.587,0.055,0.6400000000000000,16.5,11.866
2025-09-24,17:23:00,17h,PV,Rain,23.4,78.1,Med,1.44,18.036,0.08,1.44,11.561,0.0,0.0,15.0,12.055
2025-09-24,17:24:00,17h,PV,Rain,24.0,114.0,Med,1.44,17.806,0.081,1.44,11.586,0.0,0.0,15.0,11.966
2025-09-24,17:25:00,17h,PV,Rain,24.3,38.6,Med,1.44,17.984,0.08,1.44,11.58,0.0,0.0,15.0,12.028
2025-09-24,17:26:00,17h,PV,Rain,23.2,40.3,Med,1.44,18.045,0.08,1.44,11.579,0.0,0.0,15.0,12.054
2025-09-24,17:27:00,17h,PV,Rain,22.7,109.0,Med,1.44,17.853,0.081,1.44,11.577,0.0,0.0,15.0,12.025
2025-09-24,17:28:00,17h,PV,Rain,22.9,46.9,Med,1.44,17.613,0.082,1.44,11.563,0.0,0.0,15.0,12.004
2025-09-24,17:29:00,17h,PV,Rain,22.6,81.1,Med,1.44,17.839,0.081,1.44,11.56,0.0,0.0,15.0,12.044
2025-09-24,17:30:00,17h,BAT,Rain,23.6,0.0,Med,1.44,0.0,0.0,0.0,11.566,0.125,1.44,15.0,11.761
2025-09-24,17:31:00,17h,BAT,Rain,23.1,0.0,Med,1.44,0.0,0.0,0.0,11.561,0.125,1.44,15.0,12.093
2025-09-24,17:32:00,17h,BAT,Rain,23.6,0.0,Med,1.44,0.0,0.0,0.0,11.58,0.124,1.44,15.0,11.961
2025-09-24,17:33:00,17h,BAT,Rain,22.9,0.0,Med,1.44,0.0,0.0,0.0,11.556,0.125,1.44,15.0,11.906
